num_timely_payments,num_delayed_payments,num_defaults,payment_history_months,credit_utilization_ratio,credit_limit_total,outstanding_balance,num_credit_cards,credit_history_years,age_oldest_account_years,avg_account_age_years,num_bank_accounts,num_loans,has_mortgage,has_auto_loan,loan_types_count,num_credit_inquiries_6m,num_new_accounts_12m,months_since_last_inquiry,age,monthly_income,employment_length_years,total_debt,debt_to_income_ratio,payment_consistency_score,income_stability_score,cibil_score,score_category
64,9,2,275,50.93857559984462,326550,166339,5,10,9,7,5,5,1,1,3,8,2,41,49,181340,17,225721,124.47391640013234,86.48648648648648,34.69387755102041,683,Good
54,13,1,193,17.903310985572922,180982,32401,4,13,10,10,5,3,0,0,1,7,2,27,53,94658,18,55130,58.24124743814575,79.41176470588235,33.9622641509434,676,Good
51,14,1,204,43.296089097611244,323371,140006,4,11,8,5,2,4,0,0,1,8,3,36,49,133025,8,148692,111.7774854350686,77.27272727272727,16.3265306122449,581,Fair
57,8,2,268,35.61190482618645,477278,169967,2,14,12,6,4,0,1,1,2,8,4,33,58,187570,16,215439,114.85791970997494,86.36363636363636,27.586206896551722,691,Good
74,10,1,216,42.69898410141678,315702,134801,3,21,12,16,3,5,1,0,2,4,3,36,44,167433,13,225736,134.82168986997783,87.05882352941177,29.545454545454547,730,Good
55,19,0,156,46.623060323545666,470079,219165,4,12,8,5,2,3,0,0,1,7,4,33,53,153405,16,385796,251.48854339819434,73.33333333333333,30.18867924528302,596,Fair
44,22,5,188,74.87470198935306,82459,61740,2,10,9,5,4,3,0,0,1,9,4,33,32,118626,7,95130,80.19321228061303,65.67164179104478,21.875,517,Poor
30,19,5,182,56.27082422745974,359148,202095,4,9,5,6,3,3,0,0,1,10,5,20,33,141797,8,260894,183.9911986854447,60.0,24.242424242424242,506,Poor
30,21,2,155,88.77371713308145,287434,255165,3,10,9,4,3,1,0,0,1,13,5,25,43,124003,11,459954,300.0,57.692307692307686,25.581395348837212,480,Poor
22,24,4,131,63.11820944465424,382646,241519,2,2,1,1,1,7,0,0,1,12,4,7,30,46145,8,339313,300.0,46.808510638297875,26.666666666666668,405,Poor
46,18,3,212,48.90683221706331,198162,96914,4,10,9,6,2,4,0,0,1,11,3,16,36,89895,10,189085,210.33984092552421,70.76923076923077,27.77777777777778,529,Poor
24,22,5,149,50.54310570967367,116054,58657,1,5,3,3,4,5,0,0,1,13,5,24,34,125332,9,111059,88.61184693454186,51.06382978723404,26.47058823529412,482,Poor
40,16,1,241,30.51887499885177,296673,90541,2,17,14,8,5,0,0,1,1,8,2,32,36,160953,15,87167,54.1568035389213,70.17543859649122,41.66666666666667,601,Fair
78,8,1,250,36.72887426367833,438014,160877,6,12,10,6,4,6,0,1,2,4,1,42,56,177608,12,205820,115.88441962073782,89.65517241379311,21.428571428571427,777,Excellent
19,26,5,43,78.36930219414246,103466,81085,3,2,1,1,3,0,0,0,0,16,6,16,25,32779,9,127716,300.0,41.30434782608695,36.0,376,Poor
67,12,0,230,20.70403190474491,379083,78485,2,18,16,9,4,4,0,0,1,4,2,46,52,97608,15,91563,93.80686009343496,83.75,28.846153846153843,712,Good
42,18,0,218,38.68490276214126,140359,54297,3,11,8,4,5,1,0,1,2,7,2,35,48,78382,7,71874,91.69707330764716,68.85245901639344,14.583333333333334,612,Fair
23,19,4,121,90.94608937972376,284609,258840,2,6,3,3,1,7,0,0,1,12,6,19,44,121287,6,378136,300.0,53.48837209302325,13.636363636363635,427,Poor
74,9,1,332,11.47143872461641,331368,38012,5,13,11,7,5,0,0,1,1,4,1,37,59,151931,19,63585,41.851235100144144,88.09523809523809,32.20338983050847,786,Excellent
49,16,1,190,55.2241218357574,207447,114560,2,9,6,6,3,1,0,0,1,9,5,29,48,108432,15,129144,119.10137228862328,74.24242424242425,31.25,591,Fair
40,16,5,121,78.50089367321414,337053,264589,4,11,10,5,2,0,0,0,0,9,4,33,43,151644,7,356704,235.22460499591148,70.17543859649122,16.27906976744186,515,Poor
75,8,0,266,25.584258754256076,210543,53865,5,13,12,9,5,6,1,1,3,7,3,39,46,120836,19,100119,82.85527491807078,89.28571428571429,41.30434782608695,703,Good
32,18,2,179,54.33229577605505,223644,121510,4,8,4,3,2,2,0,0,1,12,6,13,39,137793,7,237760,172.54867808959818,62.745098039215684,17.94871794871795,489,Poor
48,15,1,202,29.032442899099202,399079,115862,5,16,10,9,3,2,0,0,1,6,3,40,37,110082,14,143789,130.6199015279519,75.0,37.83783783783784,622,Fair
17,26,3,129,89.69973651638203,233148,209133,1,3,2,1,1,1,0,0,1,15,5,21,28,66889,1,352372,300.0,38.63636363636363,3.571428571428571,377,Poor
66,11,2,211,39.06643739467509,334397,130636,4,10,8,5,3,6,0,1,2,7,3,33,45,168985,9,152734,90.38317010385538,84.61538461538461,20.0,691,Good
48,17,2,170,65.5084793208465,380304,249131,4,8,6,5,3,0,0,0,0,8,3,20,48,161508,9,381525,236.22668846125268,72.72727272727273,18.75,596,Fair
44,15,0,165,48.441758170308944,111352,53940,4,8,7,5,3,1,0,0,1,9,2,21,38,146446,15,51406,35.10235854854349,73.33333333333333,39.473684210526315,603,Fair
39,19,3,132,83.022638493903,433896,360231,2,9,6,7,3,5,0,0,1,12,5,18,31,143932,10,508595,300.0,66.10169491525424,32.25806451612903,490,Poor
48,16,1,197,53.24610014618448,434081,231131,2,16,11,8,4,3,0,0,1,7,3,31,43,151804,15,271993,179.1738030618429,73.84615384615385,34.883720930232556,584,Fair
59,10,0,220,41.27538075437859,307622,126972,5,13,10,5,3,6,1,0,2,8,2,28,51,110297,13,209591,190.0242073673808,84.28571428571429,25.49019607843137,674,Good
44,15,1,246,50.33696649349357,159272,80172,5,13,8,6,3,0,0,0,0,7,2,30,39,127147,15,100679,79.18315021195939,73.33333333333333,38.46153846153847,607,Fair
43,16,0,207,44.349931353720564,485051,215119,1,15,13,10,4,0,0,0,0,8,5,20,51,107126,13,207499,193.69620820342402,71.66666666666667,25.49019607843137,586,Fair
40,18,2,217,67.57979621436948,423676,286319,1,14,12,9,4,2,0,0,1,10,5,35,46,133605,10,461076,300.0,67.79661016949152,21.73913043478261,577,Fair
64,12,1,282,50.70561534862017,234887,119100,2,14,12,9,4,6,0,0,1,6,3,41,40,95484,15,236818,248.01851619119435,83.11688311688312,37.5,688,Good
51,17,1,223,68.27032215855638,355162,242470,1,10,7,6,4,6,0,0,1,10,3,26,47,70065,6,383866,300.0,73.91304347826086,12.76595744680851,574,Fair
75,10,2,292,18.959478034787534,522235,99013,3,18,14,7,4,6,0,1,2,7,2,34,51,89363,16,109052,122.03260857401833,87.20930232558139,31.372549019607842,692,Good
56,13,0,227,41.9933337999553,400650,168246,5,9,5,4,4,6,0,0,1,8,3,38,53,108805,16,160506,147.51711777951382,80.0,30.18867924528302,688,Good
38,19,1,213,50.596929694507395,205873,104165,4,10,8,6,4,3,0,0,1,8,4,26,49,162822,7,196730,120.82519561238654,65.51724137931035,14.285714285714285,583,Fair
37,18,2,104,54.076899523090766,252661,136631,1,11,6,6,4,1,0,0,1,12,4,22,37,129460,12,166429,128.55631082959988,66.07142857142857,32.432432432432435,479,Poor
41,13,0,199,32.47232995557001,262252,85159,5,16,11,9,4,6,0,0,1,8,4,39,45,106666,14,161679,151.57500984381153,74.54545454545455,31.11111111111111,600,Fair
66,9,0,259,44.247114969412124,143476,63483,5,19,14,9,4,2,0,0,1,5,3,38,43,182400,15,100763,55.24287280701754,86.8421052631579,34.883720930232556,682,Good
21,19,2,136,64.07217128387902,380694,243918,3,6,5,3,4,5,0,0,1,10,6,17,42,69349,6,343147,300.0,51.21951219512195,14.285714285714285,491,Poor
56,12,1,214,44.28564513438633,441902,195699,2,12,8,6,3,5,0,1,2,7,3,29,52,132274,7,235253,177.852790419886,81.15942028985508,13.461538461538462,606,Fair
72,9,0,215,20.522992470587933,317946,65252,4,15,9,10,4,6,1,0,2,5,1,46,58,138139,12,87794,63.55482521228617,87.8048780487805,20.689655172413794,708,Good
36,17,3,157,74.25163806208637,225899,167733,1,12,9,7,4,5,0,0,1,10,5,16,35,119131,11,178172,149.55972836625227,66.66666666666666,31.428571428571427,479,Poor
41,15,0,236,35.93578290404528,364508,130988,5,17,15,13,5,2,0,0,1,7,5,34,50,93176,8,203349,218.24182192839356,71.9298245614035,16.0,600,Fair
35,18,3,177,44.82962229218879,263719,118224,3,14,10,8,2,5,0,0,1,9,5,32,46,133771,14,176083,131.630173953996,64.81481481481481,30.434782608695656,512,Poor
27,21,4,150,63.22954360027205,252829,159862,2,0,0,0,3,3,0,0,1,14,5,21,41,68656,10,261583,300.0,55.10204081632652,24.390243902439025,404,Poor
69,14,0,270,31.0475359643005,522901,162347,2,19,18,9,4,6,1,0,2,6,4,44,50,123552,9,214237,173.39824527324527,82.14285714285714,18.0,682,Good
18,21,5,132,92.25141544839182,30000,27675,3,8,7,4,2,0,0,0,0,14,7,22,35,86472,6,52273,60.450781755944114,45.0,17.142857142857142,399,Poor
34,22,4,128,70.26949612400448,76825,53984,3,3,2,1,3,5,0,0,1,9,3,31,44,104730,9,100623,96.078487539387,59.64912280701754,20.454545454545457,503,Poor
58,14,1,231,22.52757936151618,423793,95470,3,14,11,10,4,1,1,1,3,6,2,46,58,164969,10,121212,73.47562269274833,79.45205479452055,17.24137931034483,705,Good
44,20,5,176,50.078129842467426,236610,118489,2,6,4,3,3,3,0,0,1,11,5,23,44,70220,14,222930,300.0,67.6923076923077,31.818181818181817,504,Poor
93,6,1,307,8.473735396797123,320394,27149,4,19,11,13,4,4,0,1,2,4,1,50,58,147510,19,27908,18.91939529523422,93.0,32.758620689655174,816,Excellent
77,11,0,252,37.02328154370615,384017,142175,6,21,17,13,6,0,1,1,2,4,2,42,53,191538,15,201277,105.08463072601782,86.51685393258427,28.30188679245283,773,Excellent
38,21,2,121,56.54217141746361,349596,197669,2,12,9,8,3,6,0,0,1,11,5,22,34,119887,14,265145,221.16242795298908,63.33333333333333,41.17647058823529,524,Poor
26,20,4,148,64.46719400415539,365841,235847,1,8,6,5,1,4,0,0,1,13,4,16,36,54608,7,226683,300.0,55.319148936170215,19.444444444444446,422,Poor
65,10,2,280,53.479735817391486,222243,118854,4,11,7,4,3,2,1,1,3,5,4,31,52,177173,10,138093,77.94246301637384,85.52631578947368,19.230769230769234,673,Good
60,16,2,168,40.29241201249528,331193,133445,4,15,11,6,4,3,0,1,2,8,2,23,53,171614,9,132423,77.16328504667452,77.92207792207793,16.9811320754717,616,Fair
14,27,5,83,98.37842817257993,92243,90747,2,9,8,5,1,5,0,0,1,15,7,24,28,53422,10,73318,137.2430833738909,33.33333333333333,35.714285714285715,375,Poor
62,9,0,219,20.257780136816475,293662,59489,2,16,15,10,5,2,0,0,1,7,1,46,53,172438,15,91232,52.90713183868985,86.11111111111111,28.30188679245283,724,Good
13,27,2,78,98.59803569378909,180001,177477,3,2,1,1,3,4,0,0,1,12,7,12,32,51158,11,195225,300.0,31.70731707317073,34.375,397,Poor
60,10,0,235,16.77456470119994,256599,43043,3,16,12,12,5,5,0,0,1,6,2,43,52,183224,15,59815,32.64583242369995,84.50704225352112,28.846153846153843,699,Good
17,21,4,80,74.12763973303996,223886,165961,2,2,1,1,2,2,0,0,1,13,5,10,28,87066,2,190407,218.69271587071876,43.58974358974359,7.142857142857142,396,Poor
2,25,4,45,96.76547582627722,139641,135124,3,8,6,3,3,7,0,0,1,16,5,18,30,86195,3,114047,132.31277916352457,7.142857142857142,10.0,374,Poor
45,19,3,151,60.28049265593084,395593,238465,1,6,5,4,4,4,0,0,1,11,4,32,38,60030,10,464398,300.0,69.23076923076923,26.31578947368421,513,Poor
89,3,0,256,17.357460249670766,273032,47391,3,16,15,8,4,2,1,1,3,3,1,38,48,169265,17,91205,53.882964582164064,95.6989247311828,35.41666666666667,808,Excellent
51,11,1,164,40.41402387985897,413610,167156,5,17,11,12,3,7,0,1,2,10,2,21,51,127752,16,222147,173.8892541799737,80.95238095238095,31.372549019607842,604,Fair
74,7,1,231,26.45013138473402,476897,126139,5,16,14,11,4,5,1,0,2,5,2,39,45,92622,15,187684,202.6343633262076,90.2439024390244,33.33333333333333,708,Good
33,17,2,157,68.75877961356741,102303,70342,2,14,13,9,4,7,0,0,1,10,3,31,49,57383,7,60495,105.42320896432742,64.70588235294117,14.285714285714285,513,Poor
32,17,2,152,81.03043849738181,324271,262758,3,8,4,6,3,4,0,0,1,12,5,24,48,139271,12,423628,300.0,64.0,25.0,484,Poor
24,21,2,117,84.34528627237245,259842,219164,2,13,7,8,3,7,0,0,1,12,4,28,47,61240,5,197480,300.0,52.17391304347826,10.638297872340425,488,Poor
42,19,0,158,44.52000772290819,243482,108398,1,13,11,6,3,6,0,0,1,7,3,30,44,112927,11,132935,117.71764059967944,67.74193548387096,25.0,599,Fair
55,16,0,194,54.049497598089545,178321,96381,2,9,6,5,5,6,0,0,1,9,3,29,48,155446,13,104419,67.17380955444334,76.38888888888889,27.083333333333332,607,Fair
49,14,1,186,49.75196226659527,271895,135273,5,8,5,3,3,5,0,0,1,7,3,33,54,83042,12,108430,130.57248139495675,76.5625,22.22222222222222,601,Fair
29,16,2,118,71.41955404282359,303681,216887,3,4,3,2,2,7,0,0,1,12,3,16,44,108911,6,297354,273.024763338873,63.04347826086957,13.636363636363635,509,Poor
75,11,1,276,21.874880482673486,529481,115823,3,17,16,12,5,3,0,0,1,2,1,52,45,182447,15,194871,106.80964882952308,86.20689655172413,33.33333333333333,798,Excellent
33,24,2,123,75.64273377323417,114247,86419,3,12,9,7,3,1,0,0,1,12,6,27,39,135444,13,79799,58.9166002185405,56.896551724137936,33.33333333333333,475,Poor
77,5,1,311,14.951021559361951,373472,55837,5,13,12,7,6,7,0,0,1,3,2,37,47,127179,18,108901,85.62813043033835,92.7710843373494,38.297872340425535,795,Excellent
16,20,5,60,75.74167092172435,224100,169737,1,3,2,2,2,1,0,0,1,13,5,19,28,110974,9,224490,202.29062663326545,43.24324324324324,32.142857142857146,396,Poor
41,12,1,210,46.183109558097854,273348,126240,4,15,10,10,3,1,0,0,1,8,4,28,46,130443,13,183826,140.92438843019556,75.92592592592592,28.26086956521739,604,Fair
23,21,4,165,80.65011255072321,112786,90962,1,3,2,1,4,1,0,0,1,11,4,13,30,130779,8,118937,90.94502940074477,51.11111111111111,26.666666666666668,497,Poor
35,13,0,192,48.04751927977692,91117,43779,2,6,4,3,4,1,0,0,1,9,4,25,35,148388,10,74307,50.07615171038089,71.42857142857143,28.57142857142857,574,Fair
51,12,0,184,62.79087352363894,123061,77271,2,11,9,7,5,0,0,1,1,10,3,35,48,170765,13,153833,90.08461921353907,79.6875,27.083333333333332,610,Fair
48,14,2,225,32.483547390604116,396860,128914,5,7,5,4,3,2,0,0,1,9,2,28,46,141364,8,195079,137.99765145298662,76.19047619047619,17.391304347826086,625,Fair
47,15,2,224,49.31600236707784,359412,177247,3,13,10,7,4,3,0,1,2,10,3,22,47,148966,10,315445,211.75637393767707,74.60317460317461,21.27659574468085,617,Fair
62,11,1,230,13.865051320384925,526955,73062,4,13,8,9,3,7,1,0,2,4,2,36,53,168377,10,135735,80.61374178183482,83.78378378378379,18.867924528301888,723,Good
56,14,0,240,50.19835287859013,344421,172893,4,11,9,5,2,0,0,0,0,10,5,25,38,152828,8,241581,158.0737822912032,78.87323943661971,21.052631578947366,585,Fair
62,14,0,231,50.487976888234556,474119,239373,2,20,14,15,5,7,1,0,2,6,2,27,45,153936,11,322671,209.61373557842222,80.51948051948052,24.444444444444443,710,Good
40,19,4,104,73.88616494604572,396809,293186,3,13,9,6,2,2,0,0,1,12,6,31,47,61179,4,569490,300.0,66.66666666666666,8.51063829787234,487,Poor
45,17,2,181,33.71283496592142,341231,115038,1,16,10,11,4,4,0,0,1,10,3,37,51,126804,16,113473,89.48692470269076,71.42857142857143,31.372549019607842,582,Fair
60,12,0,235,60.901226893535124,109691,66803,3,13,9,7,3,7,0,1,2,7,4,24,40,86077,15,66050,76.73362222196405,82.1917808219178,37.5,612,Fair
26,23,3,192,67.68868718462102,90915,61539,4,11,10,4,4,3,0,0,1,10,4,13,40,68544,4,79124,115.43534080298785,52.0,10.0,494,Poor
47,15,1,189,60.36192879366165,310697,187542,4,9,8,6,2,4,0,0,1,11,4,27,37,86632,9,159115,183.66769784837012,74.60317460317461,24.324324324324326,579,Fair
34,23,5,195,72.68517193278899,279500,203155,1,3,2,2,4,3,0,0,1,12,4,20,39,62411,8,307166,300.0,58.620689655172406,20.51282051282051,498,Poor
18,21,4,118,74.37282110135517,358361,266523,0,8,7,5,3,4,0,0,1,16,6,13,29,109192,3,430274,300.0,45.0,10.344827586206897,379,Poor
25,20,4,115,67.05589375788419,381818,256031,1,9,8,6,4,3,0,0,1,12,4,27,45,109856,11,222636,202.66166618118265,54.347826086956516,24.444444444444443,475,Poor
17,23,5,132,74.42930029039181,146745,109221,1,8,5,3,3,3,0,0,1,14,6,11,37,96651,7,207836,215.03760954361567,41.46341463414634,18.91891891891892,385,Poor
47,16,2,241,38.14340152942032,460020,175467,2,6,3,3,2,5,0,0,1,9,5,36,45,145946,7,270725,185.4966905567813,73.4375,15.555555555555555,594,Fair
56,14,2,206,50.11487833268755,120503,60389,3,15,10,11,3,1,0,1,2,7,2,34,45,136155,12,81690,59.997796628842124,78.87323943661971,26.666666666666668,613,Fair
78,7,1,294,9.311775587974163,268913,25040,4,15,14,9,6,2,0,0,1,6,2,46,45,188322,15,45960,24.405008442985952,90.69767441860465,33.33333333333333,773,Excellent
60,8,1,290,20.391025116090205,391972,79927,4,18,13,9,5,2,1,1,3,7,2,46,41,138665,14,144046,103.88057548768614,86.95652173913044,34.146341463414636,706,Good
17,19,2,81,87.89494598615342,160439,141017,1,4,3,2,2,0,0,0,0,15,4,16,38,49007,8,179355,300.0,45.94594594594595,21.052631578947366,403,Poor
62,11,1,202,31.41950898326928,226000,71008,3,17,16,13,5,1,0,1,2,8,3,43,51,97719,10,83901,85.85945414914192,83.78378378378379,19.607843137254903,688,Good
62,14,0,300,21.106359732227833,355745,75084,4,14,11,9,4,6,1,0,2,6,3,44,59,117242,12,86010,73.36108220603538,80.51948051948052,20.33898305084746,702,Good
51,13,1,205,49.84464268829887,450510,224555,4,10,7,4,2,0,0,0,0,11,4,21,44,120097,11,362799,300.0,78.46153846153847,25.0,573,Fair
50,15,2,185,51.01014527390724,442596,225768,3,11,10,5,3,5,0,1,2,7,2,25,41,157348,11,227162,144.36916897577345,75.75757575757575,26.82926829268293,613,Fair
78,3,1,340,20.116834392546483,225664,45396,5,15,9,6,5,6,1,0,2,3,2,47,62,123175,14,88000,71.44306880454637,95.1219512195122,22.58064516129032,803,Excellent
41,14,0,179,69.08897390842327,419016,289493,4,9,7,6,2,3,0,0,1,10,3,33,48,129292,12,271202,209.75930452000125,73.21428571428571,25.0,581,Fair
76,6,0,256,33.873514142940834,459835,155762,3,13,10,7,6,7,0,1,2,4,2,51,55,141164,16,222835,157.85540222719675,91.56626506024097,29.09090909090909,800,Excellent
23,24,3,113,73.95402948145983,31892,23585,3,5,4,3,1,0,0,0,0,13,7,22,34,61652,6,22113,35.867449555569976,47.91666666666667,17.647058823529413,385,Poor
28,24,3,143,71.1130120453843,394809,280760,1,9,7,7,2,1,0,0,1,11,5,28,39,110469,10,554316,300.0,52.83018867924528,25.64102564102564,471,Poor
45,16,0,169,44.82415410786372,190022,85175,4,10,9,6,4,7,0,0,1,9,2,40,36,79429,13,146560,184.51699001624092,72.58064516129032,36.11111111111111,618,Fair
61,12,1,165,56.191175034455924,395312,222130,4,17,13,11,4,5,0,0,1,6,3,40,38,159789,16,371615,232.5660715067996,82.43243243243244,42.10526315789473,627,Fair
76,7,0,217,16.206147950244127,487909,79071,4,21,13,12,3,1,1,0,2,6,1,39,52,167095,16,108003,64.63568628624435,90.47619047619048,30.76923076923077,729,Good
88,10,1,331,10.54389980722394,208630,21997,5,22,16,12,4,1,0,1,2,6,2,50,62,170627,11,19985,11.712683221295576,88.88888888888889,17.741935483870968,771,Excellent
39,17,4,121,52.16152736445104,104122,54311,4,6,3,3,3,4,0,0,1,10,4,14,38,101975,6,64275,63.03015444962,68.42105263157895,15.789473684210526,505,Poor
13,26,2,41,96.79098797060362,52805,51110,2,7,4,5,3,6,0,0,1,15,7,6,34,32195,10,52405,162.77372262773721,32.5,29.411764705882355,375,Poor
74,9,1,248,17.432374949890978,262015,45675,3,11,7,6,5,6,1,1,3,6,1,31,50,119303,13,40785,34.186064055388385,88.09523809523809,26.0,730,Good
52,16,0,177,41.95358754409606,240772,101012,4,17,13,13,4,0,0,0,0,8,2,22,44,125746,11,105901,84.21818586674725,75.36231884057972,25.0,629,Fair
28,18,4,108,58.38811141393569,301991,176326,3,6,3,4,4,1,0,0,1,10,4,13,43,71675,8,199801,278.7596791070806,59.57446808510638,18.6046511627907,492,Poor
54,16,1,214,67.9581913786839,483660,328686,2,14,12,6,3,2,0,0,1,8,3,33,50,108214,7,512924,300.0,76.05633802816901,14.000000000000002,608,Fair
79,8,1,260,35.25324719223855,215090,75826,3,14,11,7,5,6,1,0,2,5,3,46,43,117442,17,125386,106.76418998314061,89.77272727272727,39.53488372093023,724,Good
78,11,0,252,22.09172449178347,249767,55177,2,18,16,8,3,3,0,1,2,4,3,44,56,146838,15,107532,73.23172475789646,86.66666666666667,26.785714285714285,716,Good
52,13,1,212,31.140724335955223,219385,68318,3,15,10,6,3,1,0,0,1,9,3,26,41,163033,8,130786,80.22056884189091,78.78787878787878,19.51219512195122,621,Fair
35,16,4,129,62.04832519437136,335778,208344,4,9,6,5,4,7,0,0,1,11,3,19,45,151997,8,330237,217.26547234484892,67.3076923076923,17.77777777777778,513,Poor
80,6,0,346,2.9127633432308855,366121,10664,6,15,12,7,6,1,1,1,3,4,0,36,52,190625,17,9346,4.902819672131148,91.95402298850574,32.69230769230769,806,Excellent
60,17,0,219,34.18847883998653,136000,46496,5,8,6,6,5,7,0,0,1,7,4,33,45,157863,7,75225,47.652078067691605,76.92307692307693,15.555555555555555,615,Fair
55,12,1,216,44.30193944697842,267958,118710,3,13,9,7,4,2,0,0,1,8,5,29,36,78716,7,226889,288.23746125311243,80.88235294117648,19.444444444444446,585,Fair
45,22,5,114,83.32200599370077,142067,118373,2,8,5,3,3,1,0,0,1,11,5,26,37,64158,12,198242,300.0,66.17647058823529,32.432432432432435,512,Poor
68,7,1,268,27.160099466665844,416761,113192,5,20,15,8,3,7,0,0,1,7,1,44,47,120244,16,190596,158.50770100795052,89.47368421052632,34.04255319148936,713,Good
26,20,4,149,57.08109981682481,108759,62080,2,13,9,7,4,2,0,0,1,11,5,15,31,56699,6,53916,95.09162419090283,55.319148936170215,19.35483870967742,488,Poor
33,22,4,185,56.804304713781825,389249,221110,4,7,5,4,4,7,0,0,1,12,5,16,46,85225,9,199976,234.6447638603696,58.92857142857143,19.565217391304348,518,Poor
38,16,0,222,50.27659940469266,340299,171090,1,16,15,6,4,3,0,0,1,8,5,29,50,104701,13,226280,216.1201898740222,69.0909090909091,26.0,593,Fair
34,14,4,208,45.04051988817649,204746,92218,4,8,6,4,2,4,0,0,1,10,3,30,34,107949,6,106463,98.62342402430777,69.38775510204081,17.647058823529413,527,Poor
43,12,1,218,42.866424140619216,354757,152071,1,15,13,10,4,0,0,0,0,10,3,30,41,120539,16,247924,205.6794896257643,76.78571428571429,39.02439024390244,596,Fair
11,24,4,112,73.0613870508448,97806,71458,2,2,1,0,1,4,0,0,1,14,7,15,37,41471,10,66118,159.43189216560972,30.555555555555557,27.027027027027028,376,Poor
40,12,0,190,33.77911241814303,292319,98742,1,11,9,4,3,2,0,0,1,8,5,38,51,133888,13,192052,143.44228011472276,75.47169811320755,25.49019607843137,599,Fair
28,17,3,105,81.35971936736638,157663,128274,2,13,11,6,4,5,0,0,1,10,4,30,38,125431,5,198578,158.31652462309955,60.86956521739131,13.157894736842104,510,Poor
4,25,5,104,77.53245385857173,375045,290781,0,6,5,2,1,1,0,0,1,14,7,24,40,80107,6,436465,300.0,13.333333333333334,15.0,383,Poor
25,24,5,154,67.1987974560419,235372,158167,3,4,2,2,3,6,0,0,1,11,5,12,44,48641,12,219479,300.0,50.0,27.27272727272727,427,Poor
95,9,1,331,21.180725854378235,238535,50523,4,22,19,15,4,5,0,0,1,1,1,37,55,128455,16,53514,41.659725195593786,90.47619047619048,29.09090909090909,821,Excellent
67,8,1,220,13.46461747780728,552053,74331,5,14,13,11,3,3,1,0,2,6,1,34,54,133089,15,110738,83.20597494909421,88.1578947368421,27.77777777777778,713,Good
40,21,4,160,88.26291363398873,429487,379077,1,6,5,2,2,3,0,0,1,11,6,28,30,55517,7,556560,300.0,64.51612903225806,23.333333333333332,484,Poor
54,15,2,211,55.89990825131696,458943,256548,4,10,7,6,5,5,1,1,3,7,4,33,47,103359,18,454398,300.0,77.14285714285715,38.297872340425535,681,Good
48,15,1,180,56.92906281075517,245388,139697,5,13,12,6,5,5,0,1,2,8,4,34,49,133749,14,241081,180.24882429027508,75.0,28.57142857142857,622,Fair
90,4,1,328,32.481058780950924,430877,139953,5,17,10,9,4,6,1,0,2,2,2,34,53,185662,22,218610,117.7462270146826,94.73684210526315,41.509433962264154,822,Excellent
27,19,2,143,57.24455796204363,128241,73410,2,9,6,7,4,3,0,0,1,10,6,19,33,138407,9,96554,69.76092249669453,57.446808510638306,27.27272727272727,498,Poor
39,15,0,234,41.51863092155355,301730,125274,1,14,8,11,4,0,0,0,0,7,4,36,51,92428,9,168508,182.31271908945342,70.9090909090909,17.647058823529413,592,Fair
16,22,5,120,100.0,297087,297087,0,6,4,3,3,0,0,0,0,15,6,5,33,93164,3,496899,300.0,41.02564102564102,9.090909090909092,382,Poor
31,19,2,128,74.63351151364789,170532,127274,1,10,6,4,3,4,0,0,1,13,5,12,44,90519,6,178941,197.68335929473372,60.78431372549019,13.636363636363635,478,Poor
73,8,0,291,26.756669474301138,488271,130645,6,16,14,9,6,2,0,1,2,3,3,47,56,136203,18,184676,135.58879026159482,89.02439024390245,32.142857142857146,793,Excellent
49,13,1,244,29.219183125754352,460045,134421,5,17,12,12,4,4,0,0,1,8,4,25,36,95597,14,265733,277.97211209556787,77.77777777777779,38.88888888888889,608,Fair
25,21,3,161,65.38764219808436,157983,103301,4,12,9,7,4,6,0,0,1,12,6,14,36,68118,9,169322,248.57159634751463,53.191489361702125,25.0,499,Poor
15,23,4,127,79.46705409326566,31455,24996,1,1,0,0,3,2,0,0,1,15,7,12,30,110603,7,49589,44.83513105431137,38.46153846153847,23.333333333333332,370,Poor
63,12,1,225,14.659320585584268,175638,25747,4,21,15,14,5,0,0,1,1,6,1,45,52,157452,17,27568,17.508828087290095,82.89473684210526,32.69230769230769,729,Good
47,16,0,190,54.25162616355649,258574,140280,3,7,4,4,2,5,0,0,1,8,3,34,51,73723,7,157225,213.26451717917067,73.4375,13.725490196078432,579,Fair
33,14,2,121,52.74200884219815,398437,210143,1,5,4,3,4,5,0,0,1,10,5,21,48,89351,11,284684,300.0,68.75,22.916666666666664,530,Poor
92,9,0,340,17.23633424538118,365798,63050,6,20,13,8,4,0,0,0,0,3,0,51,49,168592,13,116875,69.32416722027142,90.19607843137256,26.53061224489796,807,Excellent
27,19,4,117,61.96140219904443,311230,192842,1,9,5,4,2,0,0,0,0,12,6,26,38,84112,9,164799,195.92804831653035,57.446808510638306,23.684210526315788,427,Poor
31,19,3,112,75.90860551432213,333775,253363,1,9,8,5,4,0,0,0,0,11,3,21,48,69798,13,311927,300.0,60.78431372549019,27.083333333333332,516,Poor
88,10,0,288,37.31578553667263,498351,185963,4,16,11,11,5,7,0,0,1,5,2,37,57,205692,14,188670,91.72452015635028,88.88888888888889,24.561403508771928,784,Excellent
